product_id_pref;product_category_name;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
PRO27880;cama_mesa_banho;50,0;216,0;2,0;1100,0;33,0;12,0;24,0
PRO27881;esporte_lazer;51,0;2268,0;7,0;350,0;20,0;8,0;14,0
PRO27882;informatica_acessorios;53,0;200,0;2,0;200,0;16,0;8,0;11,0
PRO27883;perfumaria;30,0;138,0;1,0;150,0;22,0;7,0;16,0
PRO27884;telefonia;58,0;776,0;6,0;350,0;17,0;4,0;12,0
PRO27885;pet_shop;56,0;1285,0;2,0;1100,0;25,0;25,0;15,0
PRO27886;moveis_decoracao;60,0;2278,0;2,0;3000,0;69,0;11,0;11,0
PRO27887;ferramentas_jardim;52,0;1010,0;1,0;250,0;16,0;2,0;11,0
PRO27888;cama_mesa_banho;57,0;248,0;1,0;350,0;30,0;15,0;30,0
PRO27889;;;;;200,0;16,0;2,0;20,0
PRO27890;beleza_saude;36,0;654,0;1,0;1400,0;31,0;21,0;31,0
PRO27891;malas_acessorios;57,0;1230,0;5,0;900,0;25,0;50,0;40,0
PRO27892;alimentos;58,0;886,0;1,0;1550,0;20,0;52,0;19,0
PRO27893;automotivo;52,0;1418,0;1,0;150,0;16,0;27,0;15,0
PRO27894;moveis_escritorio;33,0;432,0;1,0;28100,0;73,0;85,0;28,0
PRO27895;relogios_presentes;53,0;548,0;2,0;350,0;16,0;11,0;11,0
PRO27896;cama_mesa_banho;59,0;980,0;1,0;1400,0;20,0;5,0;15,0
PRO27897;utilidades_domesticas;52,0;1773,0;1,0;600,0;16,0;25,0;12,0
PRO27898;esporte_lazer;56,0;2098,0;1,0;3200,0;20,0;20,0;20,0
PRO27899;beleza_saude;56,0;2257,0;1,0;1700,0;20,0;20,0;20,0
PRO27900;papelaria;45,0;283,0;3,0;4100,0;40,0;37,0;29,0
PRO27901;esporte_lazer;58,0;461,0;5,0;1250,0;28,0;12,0;20,0
PRO27902;perfumaria;50,0;402,0;1,0;183,0;16,0;12,0;14,0
PRO27903;bebes;41,0;449,0;2,0;1150,0;70,0;10,0;40,0
PRO27904;moveis_decoracao;37,0;267,0;1,0;2750,0;50,0;50,0;16,0
PRO27905;informatica_acessorios;60,0;702,0;2,0;100,0;18,0;7,0;13,0
PRO27906;construcao_ferramentas_construcao;45,0;339,0;1,0;400,0;16,0;20,0;16,0
PRO27907;esporte_lazer;22,0;507,0;1,0;200,0;18,0;5,0;18,0
PRO27908;moveis_decoracao;52,0;832,0;1,0;1000,0;20,0;35,0;20,0
PRO27909;ferramentas_jardim;40,0;275,0;1,0;100,0;16,0;2,0;20,0
PRO27910;bebes;35,0;1344,0;3,0;400,0;16,0;20,0;16,0
PRO27911;cool_stuff;53,0;834,0;1,0;1400,0;45,0;30,0;20,0
PRO27912;audio;36,0;707,0;1,0;431,0;19,0;12,0;18,0
PRO27913;consoles_games;63,0;532,0;5,0;100,0;16,0;4,0;11,0
PRO27914;livros_tecnicos;41,0;1362,0;1,0;1550,0;29,0;5,0;21,0
PRO27915;esporte_lazer;31,0;236,0;2,0;1050,0;60,0;15,0;15,0
PRO27916;beleza_saude;46,0;1225,0;1,0;725,0;23,0;15,0;13,0
PRO27917;automotivo;57,0;651,0;5,0;16700,0;78,0;4,0;47,0
PRO27918;construcao_ferramentas_construcao;51,0;1493,0;1,0;5250,0;55,0;18,0;45,0
PRO27919;cama_mesa_banho;52,0;127,0;2,0;900,0;50,0;5,0;50,0
PRO27920;bebes;33,0;339,0;2,0;1200,0;45,0;11,0;40,0
PRO27921;relogios_presentes;58,0;465,0;4,0;250,0;16,0;2,0;11,0
PRO27922;informatica_acessorios;43,0;452,0;1,0;360,0;19,0;18,0;15,0
PRO27923;automotivo;55,0;666,0;2,0;4550,0;48,0;18,0;43,0
PRO27924;utilidades_domesticas;52,0;638,0;1,0;2000,0;16,0;2,0;11,0
PRO27925;informatica_acessorios;46,0;1360,0;2,0;200,0;16,0;4,0;11,0
PRO27926;instrumentos_musicais;60,0;1203,0;2,0;17550,0;45,0;20,0;100,0
PRO27927;cama_mesa_banho;60,0;184,0;2,0;600,0;65,0;8,0;55,0
PRO27928;automotivo;54,0;490,0;1,0;700,0;20,0;10,0;11,0
PRO27929;perfumaria;57,0;555,0;2,0;500,0;16,0;22,0;11,0
PRO27930;moveis_decoracao;54,0;441,0;1,0;2900,0;40,0;7,0;30,0
PRO27931;informatica_acessorios;60,0;501,0;1,0;300,0;16,0;16,0;16,0
PRO27932;informatica_acessorios;46,0;323,0;1,0;125,0;12,0;10,0;10,0
PRO27933;automotivo;60,0;484,0;5,0;550,0;30,0;3,0;11,0
PRO27934;esporte_lazer;60,0;576,0;2,0;2600,0;80,0;12,0;22,0
PRO27935;instrumentos_musicais;47,0;1177,0;5,0;500,0;24,0;10,0;14,0
PRO27936;papelaria;58,0;366,0;2,0;6050,0;38,0;30,0;28,0
PRO27937;cama_mesa_banho;41,0;162,0;1,0;900,0;33,0;9,0;38,0
PRO27938;informatica_acessorios;51,0;409,0;2,0;2200,0;16,0;16,0;16,0
PRO27939;esporte_lazer;60,0;921,0;3,0;900,0;20,0;10,0;20,0
PRO27940;informatica_acessorios;30,0;274,0;1,0;650,0;36,0;16,0;16,0
PRO27941;construcao_ferramentas_iluminacao;37,0;274,0;1,0;4000,0;40,0;45,0;40,0
PRO27942;malas_acessorios;49,0;290,0;1,0;800,0;22,0;44,0;38,0
PRO27943;papelaria;60,0;868,0;1,0;10150,0;44,0;34,0;21,0
PRO27944;perfumaria;55,0;144,0;2,0;100,0;25,0;7,0;11,0
PRO27945;utilidades_domesticas;48,0;360,0;1,0;250,0;33,0;8,0;16,0
PRO27946;moveis_decoracao;44,0;2029,0;1,0;500,0;47,0;18,0;15,0
PRO27947;pet_shop;54,0;272,0;2,0;700,0;71,0;2,0;18,0
PRO27948;esporte_lazer;39,0;767,0;4,0;1067,0;34,0;15,0;15,0
PRO27949;telefonia;59,0;818,0;6,0;300,0;17,0;4,0;12,0
PRO27950;utilidades_domesticas;60,0;1288,0;3,0;200,0;17,0;6,0;12,0
PRO27951;telefonia;58,0;1440,0;2,0;100,0;17,0;12,0;17,0
PRO27952;eletrodomesticos;53,0;298,0;2,0;350,0;30,0;12,0;23,0
PRO27953;informatica_acessorios;60,0;919,0;1,0;150,0;16,0;13,0;14,0
PRO27954;cama_mesa_banho;52,0;183,0;2,0;600,0;70,0;10,0;40,0
PRO27955;utilidades_domesticas;52,0;621,0;1,0;1050,0;30,0;30,0;30,0
PRO27956;beleza_saude;36,0;1732,0;2,0;300,0;37,0;23,0;24,0
PRO27957;automotivo;57,0;107,0;2,0;100,0;17,0;5,0;11,0
PRO27958;relogios_presentes;44,0;412,0;2,0;167,0;16,0;10,0;17,0
PRO27959;papelaria;53,0;1118,0;2,0;800,0;26,0;5,0;36,0
PRO27960;esporte_lazer;51,0;3561,0;1,0;1600,0;30,0;15,0;30,0
PRO27961;ferramentas_jardim;43,0;1134,0;1,0;1400,0;27,0;9,0;11,0
PRO27962;papelaria;58,0;205,0;3,0;250,0;24,0;7,0;14,0
PRO27963;moveis_decoracao;60,0;1071,0;1,0;850,0;16,0;20,0;12,0
PRO27964;telefonia;56,0;1568,0;1,0;150,0;18,0;6,0;11,0
PRO27965;moveis_decoracao;53,0;617,0;2,0;633,0;45,0;4,0;35,0
PRO27966;;;;;1300,0;20,0;20,0;15,0
PRO27967;automotivo;57,0;1145,0;6,0;5050,0;53,0;43,0;11,0
PRO27968;relogios_presentes;57,0;641,0;1,0;450,0;28,0;10,0;18,0
PRO27969;eletrodomesticos;49,0;196,0;3,0;375,0;31,0;12,0;23,0
PRO27970;informatica_acessorios;55,0;579,0;1,0;150,0;16,0;11,0;11,0
PRO27971;perfumaria;53,0;128,0;1,0;438,0;20,0;14,0;19,0
PRO27972;beleza_saude;24,0;1932,0;1,0;400,0;25,0;25,0;25,0
PRO27973;moveis_decoracao;63,0;406,0;3,0;550,0;20,0;20,0;13,0
PRO27974;automotivo;54,0;1115,0;3,0;700,0;16,0;5,0;11,0
PRO27975;relogios_presentes;55,0;1355,0;5,0;500,0;18,0;11,0;14,0
PRO27976;instrumentos_musicais;47,0;426,0;1,0;600,0;33,0;4,0;24,0
PRO27977;cool_stuff;52,0;1170,0;1,0;400,0;25,0;10,0;11,0
PRO27978;pet_shop;61,0;796,0;1,0;350,0;20,0;20,0;20,0
PRO27979;relogios_presentes;44,0;777,0;2,0;400,0;16,0;11,0;11,0
PRO27980;livros_interesse_geral;32,0;2127,0;5,0;1000,0;21,0;12,0;17,0
PRO27981;telefonia;27,0;402,0;5,0;150,0;19,0;3,0;11,0
PRO27982;brinquedos;59,0;410,0;2,0;300,0;24,0;15,0;15,0
PRO27983;cama_mesa_banho;52,0;251,0;1,0;1850,0;45,0;15,0;35,0
PRO27984;utilidades_domesticas;54,0;754,0;5,0;450,0;20,0;10,0;20,0
PRO27985;informatica_acessorios;60,0;760,0;1,0;153,0;16,0;12,0;13,0
PRO27986;esporte_lazer;38,0;440,0;1,0;600,0;22,0;33,0;16,0
PRO27987;eletrodomesticos_2;31,0;107,0;1,0;8400,0;46,0;44,0;28,0
PRO27988;utilidades_domesticas;46,0;879,0;3,0;9900,0;40,0;30,0;35,0
PRO27989;esporte_lazer;40,0;1200,0;1,0;1170,0;36,0;26,0;21,0
PRO27990;cama_mesa_banho;52,0;204,0;1,0;2200,0;55,0;25,0;35,0
PRO27991;consoles_games;37,0;265,0;2,0;200,0;50,0;5,0;25,0
PRO27992;cool_stuff;60,0;482,0;3,0;833,0;17,0;12,0;16,0
PRO27993;beleza_saude;53,0;844,0;2,0;150,0;20,0;10,0;20,0
PRO27994;construcao_ferramentas_construcao;55,0;721,0;2,0;650,0;16,0;11,0;11,0
PRO27995;cama_mesa_banho;60,0;643,0;1,0;2250,0;39,0;7,0;28,0
PRO27996;moveis_escritorio;54,0;1094,0;1,0;7513,0;53,0;62,0;26,0
PRO27997;malas_acessorios;50,0;683,0;5,0;15500,0;40,0;60,0;25,0
PRO27998;moveis_decoracao;57,0;184,0;11,0;2300,0;36,0;21,0;36,0
PRO27999;utilidades_domesticas;49,0;111,0;1,0;4500,0;70,0;15,0;15,0
PRO28000;utilidades_domesticas;52,0;1307,0;3,0;8450,0;35,0;35,0;35,0
PRO28001;papelaria;55,0;300,0;5,0;5850,0;60,0;20,0;29,0
PRO28002;utilidades_domesticas;42,0;225,0;1,0;6513,0;64,0;37,0;38,0
PRO28003;papelaria;51,0;366,0;4,0;400,0;30,0;20,0;25,0
PRO28004;esporte_lazer;28,0;1319,0;1,0;500,0;34,0;16,0;16,0
PRO28005;fashion_calcados;50,0;375,0;6,0;200,0;29,0;7,0;16,0
PRO28006;informatica_acessorios;49,0;397,0;1,0;850,0;26,0;21,0;29,0
PRO28007;cama_mesa_banho;57,0;604,0;1,0;2820,0;34,0;8,0;38,0
PRO28008;moveis_decoracao;53,0;223,0;1,0;13200,0;56,0;48,0;38,0
PRO28009;automotivo;55,0;3357,0;1,0;2250,0;16,0;25,0;11,0
PRO28010;brinquedos;58,0;626,0;3,0;1250,0;30,0;8,0;30,0
PRO28011;fashion_bolsas_e_acessorios;40,0;243,0;1,0;200,0;24,0;9,0;16,0
PRO28012;relogios_presentes;30,0;109,0;1,0;430,0;17,0;9,0;11,0
PRO28013;beleza_saude;48,0;325,0;1,0;500,0;98,0;3,0;12,0
PRO28014;perfumaria;44,0;1388,0;2,0;200,0;16,0;5,0;11,0
PRO28015;cama_mesa_banho;55,0;273,0;1,0;1100,0;38,0;10,0;38,0
PRO28016;cama_mesa_banho;51,0;1076,0;3,0;9800,0;65,0;20,0;45,0
PRO28017;climatizacao;54,0;665,0;2,0;1800,0;30,0;15,0;30,0
PRO28018;bebes;33,0;360,0;1,0;3050,0;40,0;15,0;30,0
PRO28019;esporte_lazer;41,0;737,0;1,0;350,0;20,0;20,0;20,0
PRO28020;informatica_acessorios;52,0;826,0;1,0;800,0;26,0;13,0;25,0
PRO28021;moveis_decoracao;59,0;573,0;4,0;14550,0;40,0;40,0;40,0
PRO28022;esporte_lazer;57,0;1176,0;1,0;2200,0;16,0;11,0;11,0
PRO28023;fashion_bolsas_e_acessorios;54,0;267,0;1,0;250,0;16,0;10,0;12,0
PRO28024;utilidades_domesticas;36,0;810,0;4,0;800,0;27,0;22,0;27,0
PRO28025;informatica_acessorios;63,0;387,0;7,0;400,0;26,0;3,0;20,0
PRO28026;climatizacao;55,0;2092,0;4,0;8160,0;31,0;65,0;34,0
PRO28027;beleza_saude;60,0;1883,0;3,0;175,0;23,0;11,0;13,0
PRO28028;eletronicos;39,0;410,0;1,0;200,0;25,0;7,0;16,0
PRO28029;brinquedos;55,0;546,0;1,0;5200,0;30,0;30,0;30,0
PRO28030;telefonia;60,0;622,0;2,0;200,0;20,0;4,0;14,0
PRO28031;moveis_escritorio;40,0;1187,0;1,0;12275,0;40,0;54,0;38,0
PRO28032;brinquedos;33,0;416,0;1,0;450,0;17,0;13,0;16,0
PRO28033;papelaria;55,0;679,0;2,0;1000,0;25,0;41,0;30,0
PRO28034;cama_mesa_banho;44,0;192,0;1,0;700,0;40,0;4,0;30,0
PRO28035;casa_conforto_2;42,0;423,0;1,0;425,0;105,0;20,0;20,0
PRO28036;esporte_lazer;56,0;206,0;4,0;3300,0;89,0;15,0;40,0
PRO28037;moveis_decoracao;24,0;856,0;1,0;5800,0;57,0;15,0;38,0
PRO28038;;;;;450,0;16,0;7,0;11,0
PRO28039;utilidades_domesticas;60,0;355,0;4,0;875,0;29,0;24,0;25,0
PRO28040;moveis_decoracao;40,0;966,0;3,0;400,0;36,0;15,0;36,0
PRO28041;esporte_lazer;37,0;227,0;2,0;200,0;23,0;5,0;16,0
PRO28042;moveis_sala;50,0;1146,0;2,0;3300,0;30,0;11,0;30,0
PRO28043;fashion_bolsas_e_acessorios;54,0;220,0;3,0;150,0;17,0;6,0;12,0
PRO28044;fashion_bolsas_e_acessorios;29,0;242,0;1,0;400,0;16,0;16,0;11,0
PRO28045;esporte_lazer;40,0;236,0;1,0;1200,0;18,0;18,0;15,0
PRO28046;papelaria;43,0;703,0;1,0;300,0;25,0;10,0;15,0
PRO28047;cama_mesa_banho;56,0;500,0;1,0;967,0;28,0;7,0;30,0
PRO28048;bebes;55,0;1627,0;1,0;750,0;20,0;13,0;13,0
PRO28049;esporte_lazer;36,0;959,0;1,0;250,0;25,0;10,0;18,0
PRO28050;cama_mesa_banho;53,0;251,0;1,0;1400,0;36,0;9,0;27,0
PRO28051;cama_mesa_banho;58,0;1623,0;1,0;200,0;26,0;10,0;22,0
PRO28052;beleza_saude;48,0;1232,0;4,0;1200,0;16,0;35,0;11,0
PRO28053;relogios_presentes;55,0;1331,0;2,0;291,0;16,0;11,0;12,0
PRO28054;papelaria;48,0;181,0;2,0;800,0;25,0;55,0;35,0
PRO28055;utilidades_domesticas;36,0;2041,0;1,0;2500,0;16,0;20,0;11,0
PRO28056;cama_mesa_banho;60,0;270,0;1,0;1350,0;34,0;7,0;32,0
PRO28057;climatizacao;47,0;781,0;5,0;5300,0;26,0;26,0;56,0
PRO28058;construcao_ferramentas_ferramentas;40,0;473,0;1,0;570,0;17,0;10,0;17,0
PRO28059;eletrodomesticos;39,0;510,0;1,0;350,0;29,0;13,0;25,0
PRO28060;moveis_escritorio;52,0;1076,0;4,0;10750,0;53,0;74,0;18,0
PRO28061;livros_interesse_geral;31,0;380,0;1,0;250,0;16,0;25,0;25,0
PRO28062;perfumaria;47,0;288,0;1,0;200,0;16,0;14,0;15,0
PRO28063;pet_shop;36,0;803,0;2,0;700,0;23,0;21,0;21,0
PRO28064;fashion_calcados;40,0;303,0;12,0;500,0;29,0;7,0;16,0
PRO28065;beleza_saude;43,0;225,0;1,0;1100,0;27,0;9,0;14,0
PRO28066;esporte_lazer;53,0;895,0;1,0;700,0;16,0;16,0;16,0
PRO28067;bebes;40,0;1415,0;1,0;3013,0;40,0;21,0;40,0
PRO28068;informatica_acessorios;40,0;3088,0;6,0;300,0;16,0;16,0;16,0
PRO28069;perfumaria;56,0;94,0;1,0;200,0;17,0;9,0;20,0
PRO28070;perfumaria;51,0;587,0;1,0;267,0;16,0;6,0;11,0
PRO28071;utilidades_domesticas;56,0;728,0;6,0;250,0;35,0;6,0;12,0
PRO28072;consoles_games;44,0;482,0;3,0;500,0;20,0;30,0;20,0
PRO28073;moveis_decoracao;51,0;372,0;1,0;300,0;37,0;15,0;27,0
PRO28074;pet_shop;54,0;802,0;18,0;9500,0;33,0;30,0;44,0
PRO28075;esporte_lazer;54,0;708,0;4,0;350,0;42,0;7,0;24,0
PRO28076;utilidades_domesticas;60,0;236,0;1,0;100,0;21,0;9,0;13,0
PRO28077;telefonia;60,0;565,0;1,0;200,0;19,0;4,0;11,0
PRO28078;moveis_escritorio;39,0;1190,0;1,0;13200,0;100,0;8,0;60,0
PRO28079;telefonia;52,0;886,0;6,0;121,0;17,0;4,0;16,0
PRO28080;moveis_decoracao;60,0;1505,0;3,0;2350,0;105,0;3,0;70,0
PRO28081;papelaria;44,0;178,0;1,0;200,0;20,0;10,0;15,0
PRO28082;cool_stuff;32,0;304,0;3,0;450,0;35,0;5,0;25,0
PRO28083;moveis_decoracao;55,0;1977,0;3,0;7100,0;90,0;4,0;55,0
PRO28084;brinquedos;47,0;411,0;1,0;300,0;28,0;13,0;22,0
PRO28085;esporte_lazer;56,0;261,0;2,0;800,0;60,0;15,0;15,0
PRO28086;perfumaria;49,0;1606,0;1,0;400,0;18,0;5,0;11,0
PRO28087;moveis_escritorio;48,0;375,0;2,0;22500,0;79,0;12,0;40,0
PRO28088;esporte_lazer;54,0;1007,0;2,0;4250,0;20,0;20,0;20,0
PRO28089;malas_acessorios;33,0;1193,0;1,0;24500,0;37,0;80,0;60,0
PRO28090;esporte_lazer;55,0;659,0;1,0;475,0;35,0;21,0;30,0
PRO28091;informatica_acessorios;63,0;601,0;5,0;1200,0;46,0;36,0;11,0
PRO28092;automotivo;42,0;872,0;1,0;954,0;22,0;20,0;22,0
PRO28093;ferramentas_jardim;59,0;2407,0;1,0;400,0;38,0;10,0;25,0
PRO28094;cama_mesa_banho;51,0;231,0;1,0;2100,0;40,0;6,0;29,0
PRO28095;beleza_saude;46,0;1472,0;1,0;2250,0;30,0;10,0;17,0
PRO28096;esporte_lazer;59,0;308,0;4,0;100,0;16,0;16,0;11,0
PRO28097;consoles_games;43,0;488,0;2,0;100,0;18,0;5,0;15,0
PRO28098;relogios_presentes;47,0;766,0;2,0;250,0;16,0;11,0;11,0
PRO28099;cama_mesa_banho;49,0;444,0;1,0;550,0;30,0;3,0;19,0
PRO28100;utilidades_domesticas;36,0;308,0;2,0;550,0;21,0;22,0;24,0
PRO28101;perfumaria;60,0;662,0;1,0;200,0;23,0;7,0;15,0
PRO28102;automotivo;58,0;1225,0;1,0;1100,0;26,0;40,0;20,0
PRO28103;automotivo;56,0;1066,0;4,0;100,0;24,0;2,0;17,0
PRO28104;cama_mesa_banho;54,0;693,0;2,0;5300,0;45,0;20,0;35,0
PRO28105;perfumaria;36,0;515,0;1,0;150,0;18,0;8,0;12,0
PRO28106;brinquedos;57,0;294,0;2,0;525,0;21,0;23,0;20,0
PRO28107;;;;;300,0;16,0;2,0;11,0
PRO28108;alimentos_bebidas;46,0;844,0;1,0;400,0;24,0;8,0;23,0
PRO28109;casa_conforto;60,0;249,0;3,0;3500,0;40,0;20,0;40,0
PRO28110;telefonia;59,0;752,0;6,0;350,0;17,0;4,0;12,0
PRO28111;informatica_acessorios;59,0;162,0;4,0;300,0;16,0;2,0;11,0
PRO28112;beleza_saude;42,0;375,0;1,0;350,0;26,0;5,0;18,0
PRO28113;cool_stuff;46,0;235,0;1,0;300,0;105,0;10,0;20,0
PRO28114;beleza_saude;36,0;836,0;1,0;450,0;16,0;30,0;11,0
PRO28115;informatica_acessorios;24,0;978,0;3,0;1450,0;25,0;15,0;25,0
PRO28116;utilidades_domesticas;55,0;1223,0;3,0;900,0;48,0;23,0;24,0
PRO28117;cama_mesa_banho;60,0;554,0;2,0;567,0;53,0;4,0;40,0
PRO28118;telefonia;53,0;1440,0;3,0;100,0;18,0;6,0;11,0
PRO28119;cama_mesa_banho;60,0;327,0;1,0;2800,0;45,0;15,0;35,0
PRO28120;relogios_presentes;49,0;421,0;4,0;500,0;20,0;13,0;13,0
PRO28121;consoles_games;41,0;1292,0;1,0;200,0;20,0;3,0;18,0
PRO28122;papelaria;50,0;85,0;1,0;100,0;16,0;5,0;16,0
PRO28123;fashion_bolsas_e_acessorios;49,0;581,0;3,0;100,0;18,0;6,0;12,0
PRO28124;;;;;9600,0;40,0;30,0;40,0
PRO28125;malas_acessorios;44,0;284,0;1,0;1400,0;36,0;19,0;36,0
PRO28126;moveis_decoracao;59,0;439,0;1,0;1750,0;30,0;6,0;20,0
PRO28127;eletroportateis;54,0;361,0;1,0;17200,0;37,0;70,0;37,0
PRO28128;casa_construcao;58,0;896,0;4,0;550,0;17,0;26,0;17,0
PRO28129;eletronicos;56,0;770,0;1,0;350,0;30,0;19,0;14,0
PRO28130;relogios_presentes;46,0;674,0;3,0;400,0;23,0;15,0;19,0
PRO28131;relogios_presentes;56,0;325,0;1,0;200,0;16,0;16,0;20,0
PRO28132;esporte_lazer;41,0;510,0;2,0;600,0;28,0;25,0;25,0
PRO28133;cama_mesa_banho;41,0;140,0;1,0;650,0;40,0;5,0;30,0
PRO28134;bebes;37,0;1260,0;4,0;650,0;21,0;10,0;15,0
PRO28135;telefonia;53,0;679,0;2,0;150,0;17,0;8,0;11,0
PRO28136;moveis_cozinha_area_de_servico_jantar_e_jardim;51,0;319,0;3,0;900,0;33,0;12,0;25,0
PRO28137;beleza_saude;41,0;1049,0;1,0;750,0;30,0;10,0;17,0
PRO28138;utilidades_domesticas;48,0;407,0;4,0;1000,0;17,0;30,0;17,0
PRO28139;construcao_ferramentas_construcao;60,0;906,0;1,0;550,0;30,0;30,0;30,0
PRO28140;malas_acessorios;49,0;114,0;1,0;600,0;30,0;10,0;35,0
PRO28141;automotivo;59,0;1106,0;3,0;850,0;60,0;8,0;33,0
PRO28142;industria_comercio_e_negocios;58,0;1058,0;1,0;900,0;30,0;20,0;30,0
PRO28143;cama_mesa_banho;58,0;81,0;1,0;400,0;20,0;2,0;15,0
PRO28144;moveis_decoracao;58,0;1969,0;2,0;3000,0;69,0;11,0;11,0
PRO28145;agro_industria_e_comercio;50,0;2653,0;1,0;1200,0;25,0;10,0;16,0
PRO28146;moveis_sala;17,0;531,0;3,0;30000,0;68,0;55,0;77,0
PRO28147;telefonia;55,0;1323,0;2,0;50,0;18,0;6,0;11,0
PRO28148;ferramentas_jardim;58,0;2078,0;2,0;1750,0;43,0;14,0;39,0
PRO28149;telefonia_fixa;55,0;2933,0;5,0;1600,0;16,0;16,0;16,0
PRO28150;cool_stuff;48,0;1031,0;3,0;1050,0;55,0;18,0;28,0
PRO28151;eletroportateis;58,0;1192,0;3,0;3167,0;18,0;25,0;22,0
PRO28152;eletronicos;45,0;676,0;2,0;500,0;25,0;11,0;18,0
PRO28153;eletronicos;55,0;1526,0;2,0;550,0;23,0;7,0;17,0
PRO28154;cama_mesa_banho;54,0;290,0;2,0;17100,0;56,0;38,0;48,0
PRO28155;instrumentos_musicais;42,0;568,0;1,0;1350,0;67,0;10,0;20,0
PRO28156;fraldas_higiene;17,0;546,0;1,0;2350,0;36,0;32,0;17,0
PRO28157;utilidades_domesticas;60,0;1382,0;4,0;9850,0;29,0;66,0;29,0
PRO28158;telefonia;49,0;346,0;5,0;100,0;19,0;3,0;11,0
PRO28159;moveis_decoracao;32,0;599,0;1,0;5300,0;30,0;35,0;30,0
PRO28160;bebes;41,0;121,0;1,0;1450,0;38,0;8,0;29,0
PRO28161;;;;;100,0;19,0;3,0;11,0
PRO28162;cool_stuff;48,0;330,0;1,0;1650,0;33,0;44,0;19,0
PRO28163;papelaria;60,0;786,0;3,0;1300,0;26,0;33,0;13,0
PRO28164;relogios_presentes;49,0;443,0;2,0;350,0;19,0;13,0;19,0
PRO28165;relogios_presentes;54,0;519,0;1,0;350,0;16,0;11,0;11,0
PRO28166;moveis_decoracao;55,0;1993,0;3,0;5700,0;70,0;4,0;55,0
PRO28167;utilidades_domesticas;37,0;900,0;4,0;11650,0;54,0;20,0;54,0
PRO28168;beleza_saude;60,0;1628,0;1,0;1250,0;19,0;17,0;17,0
PRO28169;informatica_acessorios;32,0;1074,0;2,0;300,0;41,0;2,0;29,0
PRO28170;relogios_presentes;43,0;1534,0;2,0;413,0;19,0;12,0;15,0
PRO28171;relogios_presentes;57,0;472,0;2,0;625,0;16,0;14,0;14,0
PRO28172;cool_stuff;57,0;1129,0;6,0;1550,0;35,0;47,0;48,0
PRO28173;moveis_decoracao;50,0;232,0;1,0;7050,0;30,0;20,0;70,0
PRO28174;automotivo;54,0;149,0;2,0;800,0;55,0;7,0;27,0
PRO28175;cool_stuff;37,0;1121,0;3,0;900,0;20,0;23,0;27,0
PRO28176;automotivo;44,0;3454,0;4,0;1900,0;41,0;45,0;11,0
PRO28177;eletronicos;50,0;897,0;2,0;1850,0;23,0;22,0;13,0
PRO28178;telefonia_fixa;42,0;309,0;3,0;100,0;19,0;3,0;20,0
PRO28179;telefonia;49,0;1438,0;2,0;125,0;19,0;5,0;11,0
PRO28180;utilidades_domesticas;41,0;261,0;1,0;1000,0;28,0;8,0;37,0
PRO28181;livros_interesse_geral;38,0;369,0;1,0;150,0;16,0;23,0;23,0
PRO28182;informatica_acessorios;45,0;165,0;1,0;850,0;36,0;21,0;21,0
PRO28183;cama_mesa_banho;55,0;743,0;2,0;6850,0;59,0;22,0;37,0
PRO28184;esporte_lazer;48,0;619,0;1,0;2500,0;24,0;18,0;18,0
PRO28185;construcao_ferramentas_construcao;60,0;338,0;1,0;3950,0;25,0;7,0;25,0
PRO28186;beleza_saude;52,0;1952,0;4,0;300,0;21,0;6,0;17,0
PRO28187;automotivo;60,0;445,0;4,0;100,0;24,0;2,0;17,0
PRO28188;esporte_lazer;51,0;1549,0;1,0;240,0;16,0;2,0;11,0
PRO28189;malas_acessorios;60,0;3043,0;6,0;16700,0;41,0;76,0;50,0
PRO28190;instrumentos_musicais;44,0;627,0;2,0;300,0;17,0;7,0;11,0
PRO28191;cool_stuff;44,0;1505,0;3,0;1800,0;28,0;36,0;27,0
PRO28192;relogios_presentes;58,0;1352,0;3,0;240,0;13,0;12,0;14,0
PRO28193;pet_shop;52,0;717,0;2,0;400,0;20,0;35,0;20,0
PRO28194;construcao_ferramentas_construcao;49,0;178,0;2,0;160,0;16,0;10,0;11,0
PRO28195;cama_mesa_banho;49,0;773,0;1,0;400,0;20,0;10,0;20,0
PRO28196;esporte_lazer;56,0;843,0;1,0;1400,0;29,0;26,0;25,0
PRO28197;moveis_decoracao;29,0;1720,0;2,0;600,0;30,0;15,0;15,0
PRO28198;moveis_decoracao;53,0;1214,0;3,0;2700,0;70,0;5,0;15,0
PRO28199;utilidades_domesticas;47,0;748,0;3,0;23700,0;69,0;39,0;17,0
PRO28200;pet_shop;56,0;1541,0;2,0;850,0;24,0;20,0;24,0
PRO28201;beleza_saude;41,0;2153,0;1,0;1850,0;16,0;14,0;15,0
PRO28202;moveis_decoracao;54,0;2038,0;3,0;600,0;65,0;13,0;20,0
PRO28203;cama_mesa_banho;44,0;216,0;1,0;2200,0;37,0;10,0;32,0
PRO28204;utilidades_domesticas;47,0;187,0;1,0;7600,0;55,0;33,0;40,0
PRO28205;cama_mesa_banho;55,0;184,0;2,0;600,0;50,0;8,0;40,0
PRO28206;automotivo;59,0;523,0;1,0;2550,0;35,0;20,0;20,0
